,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Cash Flow From Continuing Investing Activities,-186948000000.0,3986418000000.0,-10675096000000.0,-2202728000000.0,
Net Other Investing Changes,203696000000.0,-48190000000.0,30418000000.0,-57542000000.0,
Net Investment Purchase And Sale,151751000000.0,4614883000000.0,-8565674000000.0,-1154972000000.0,
Sale Of Investment,108277531000000.0,97434153000000.0,95427667000000.0,96739005000000.0,
Purchase Of Investment,-108125780000000.0,-92819270000000.0,-103993341000000.0,-97893977000000.0,
Net Business Purchase And Sale,-163412000000.0,-196321000000.0,-1784755000000.0,-689742000000.0,
Sale Of Business,0.0,9476000000.0,0.0,35851000000.0,
Purchase Of Business,-163412000000.0,-205797000000.0,-1784755000000.0,-725593000000.0,
Net Intangibles Purchase And Sale,-322501000000.0,-332589000000.0,-283298000000.0,-281451000000.0,
Sale Of Intangibles,4000000.0,568000000.0,180000000.0,1277000000.0,
Purchase Of Intangibles,-322505000000.0,-333157000000.0,-283478000000.0,-282728000000.0,
Net PPE Purchase And Sale,-56482000000.0,-51368000000.0,-71787000000.0,-19019000000.0,
Sale Of PPE,77714000000.0,78282000000.0,46360000000.0,82256000000.0,
Purchase Of PPE,-134196000000.0,-129650000000.0,-118147000000.0,-101275000000.0,
Capital Expenditure Reported,,,,,-116707000000.0
Operating Cash Flow,6415000000.0,-9844860000000.0,13431773000000.0,9839899000000.0,
Cash Flow From Continuing Operating Activities,6414000000.0,-9844858000000.0,13431766000000.0,9839895000000.0,
Taxes Refund Paid,-329687000000.0,-526910000000.0,-477532000000.0,-249370000000.0,
Interest Received Cfo,8389421000000.0,7250761000000.0,4923477000000.0,2657591000000.0,
Interest Paid Cfo,-5573505000000.0,-4851903000000.0,-2098922000000.0,-546500000000.0,
Change In Working Capital,-4388602000000.0,-5686485000000.0,14413010000000.0,11207231000000.0,
Change In Other Working Capital,646034000000.0,11234207000000.0,12378514000000.0,6774306000000.0,
Change In Other Current Liabilities,-959121000000.0,902573000000.0,389528000000.0,76095000000.0,
Change In Other Current Assets,517507000000.0,-651884000000.0,-57307000000.0,-472876000000.0,
Change In Payables And Accrued Expense,-2449496000000.0,-4301919000000.0,-1121708000000.0,1602553000000.0,
Change In Payable,-2449496000000.0,-4301919000000.0,-1121708000000.0,1602553000000.0,
Change In Receivables,-474540000000.0,-281434000000.0,153662000000.0,-977957000000.0,
Other Non Cash Items,-1157786000000.0,-3099107000000.0,-3137147000000.0,-1805207000000.0,
Unrealized Gain Loss On Investment Securities,,,,,5002000000.0
Asset Impairment Charge,141542000000.0,31108000000.0,18167000000.0,174133000000.0,
Deferred Tax,,,,,266273000000.0
Deferred Income Tax,,,,,266273000000.0
Depreciation Amortization Depletion,415029000000.0,362367000000.0,334636000000.0,363250000000.0,
Depreciation And Amortization,415029000000.0,362367000000.0,334636000000.0,363250000000.0,
Amortization Cash Flow,36553000000.0,22230000000.0,19928000000.0,18051000000.0,
Amortization Of Intangibles,36553000000.0,22230000000.0,19928000000.0,18051000000.0,
Depreciation,378476000000.0,340137000000.0,314708000000.0,345199000000.0,
Operating Gains Losses,-40631000000.0,-5374795000000.0,-2113839000000.0,-3451086000000.0,
Pension And Employee Benefit Expense,,0.0,78111000000.0,0.0,2804000000.0
Earnings Losses From Equity Investments,-596956000000.0,-531803000000.0,-425829000000.0,-441595000000.0,
Gain Loss On Investment Securities,401929000000.0,79574000000.0,481930000000.0,-225395000000.0,
Net Foreign Currency Exchange Gain Loss,162239000000.0,-4994338000000.0,-2255057000000.0,-2788581000000.0,
Gain Loss On Sale Of PPE,-7612000000.0,-4594000000.0,918000000.0,-16862000000.0,
Net Income From Continuing Operations,2550634000000.0,2050104000000.0,1569923000000.0,1489857000000.0,
